category,level,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,is_premium,source,review_status
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 7h05. Quelle est sa durée ?,1h45,95 min,0h35,1h35,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 95 minutes, soit 1h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 7h20. Quelle est sa durée ?,110 min,1h50,0h50,1h00,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 110 minutes, soit 1h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 7h35. Quelle est sa durée ?,2h15,2h05,1h05,125 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 125 minutes, soit 2h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 7h50. Quelle est sa durée ?,2h20,2h30,1h20,140 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 140 minutes, soit 2h20.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 8h05. Quelle est sa durée ?,155 min,2h35,2h45,1h35,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 155 minutes, soit 2h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 8h20. Quelle est sa durée ?,2h00,170 min,2h50,1h50,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 170 minutes, soit 2h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 8h35. Quelle est sa durée ?,185 min,3h05,2h05,3h15,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 185 minutes, soit 3h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 8h55. Quelle est sa durée ?,3h35,3h25,2h25,205 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 205 minutes, soit 3h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 9h10. Quelle est sa durée ?,3h40,3h50,2h40,220 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 220 minutes, soit 3h40.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h30 et se termine à 9h35. Quelle est sa durée ?,4h05,4h15,245 min,3h05,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 245 minutes, soit 4h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 6h40. Quelle est sa durée ?,1h15,0h05,1h05,65 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 65 minutes, soit 1h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 6h45. Quelle est sa durée ?,0h10,1h10,1h20,70 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 70 minutes, soit 1h10.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 7h00. Quelle est sa durée ?,0h25,1h25,1h35,85 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 85 minutes, soit 1h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 7h10. Quelle est sa durée ?,1h45,0h35,1h35,95 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 95 minutes, soit 1h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 7h25. Quelle est sa durée ?,110 min,1h00,0h50,1h50,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 110 minutes, soit 1h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 7h40. Quelle est sa durée ?,2h05,2h15,1h05,125 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 125 minutes, soit 2h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 7h55. Quelle est sa durée ?,2h30,140 min,2h20,1h20,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 140 minutes, soit 2h20.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 8h10. Quelle est sa durée ?,1h35,155 min,2h45,2h35,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 155 minutes, soit 2h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 8h25. Quelle est sa durée ?,2h00,170 min,2h50,1h50,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 170 minutes, soit 2h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 8h40. Quelle est sa durée ?,185 min,2h05,3h05,3h15,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 185 minutes, soit 3h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 9h00. Quelle est sa durée ?,2h25,3h25,3h35,205 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 205 minutes, soit 3h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 9h15. Quelle est sa durée ?,3h50,3h40,220 min,2h40,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 220 minutes, soit 3h40.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h35 et se termine à 9h40. Quelle est sa durée ?,4h15,245 min,4h05,3h05,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 245 minutes, soit 4h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 6h45. Quelle est sa durée ?,0h05,65 min,1h05,1h15,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 65 minutes, soit 1h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 6h50. Quelle est sa durée ?,70 min,1h20,1h10,0h10,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 70 minutes, soit 1h10.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 7h05. Quelle est sa durée ?,1h35,0h25,85 min,1h25,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 85 minutes, soit 1h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 7h15. Quelle est sa durée ?,0h35,95 min,1h35,1h45,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 95 minutes, soit 1h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 7h30. Quelle est sa durée ?,110 min,1h00,1h50,0h50,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 110 minutes, soit 1h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 7h45. Quelle est sa durée ?,2h15,2h05,1h05,125 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 125 minutes, soit 2h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 8h00. Quelle est sa durée ?,140 min,2h30,2h20,1h20,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 140 minutes, soit 2h20.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 8h15. Quelle est sa durée ?,2h45,155 min,1h35,2h35,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 155 minutes, soit 2h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 8h30. Quelle est sa durée ?,2h00,2h50,170 min,1h50,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 170 minutes, soit 2h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 8h45. Quelle est sa durée ?,3h15,185 min,3h05,2h05,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 185 minutes, soit 3h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 9h05. Quelle est sa durée ?,205 min,2h25,3h25,3h35,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 205 minutes, soit 3h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 9h20. Quelle est sa durée ?,3h40,2h40,220 min,3h50,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 220 minutes, soit 3h40.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h40 et se termine à 9h45. Quelle est sa durée ?,4h05,4h15,245 min,3h05,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 245 minutes, soit 4h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 6h50. Quelle est sa durée ?,1h15,1h05,65 min,0h05,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 65 minutes, soit 1h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 6h55. Quelle est sa durée ?,1h20,1h10,70 min,0h10,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 70 minutes, soit 1h10.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 7h10. Quelle est sa durée ?,0h25,1h35,1h25,85 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 85 minutes, soit 1h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 7h20. Quelle est sa durée ?,1h35,0h35,95 min,1h45,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 95 minutes, soit 1h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 7h35. Quelle est sa durée ?,1h00,110 min,1h50,0h50,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 110 minutes, soit 1h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 7h50. Quelle est sa durée ?,2h15,125 min,1h05,2h05,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 125 minutes, soit 2h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 8h05. Quelle est sa durée ?,140 min,2h30,2h20,1h20,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 140 minutes, soit 2h20.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 8h20. Quelle est sa durée ?,2h45,155 min,1h35,2h35,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 155 minutes, soit 2h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 8h35. Quelle est sa durée ?,2h00,2h50,170 min,1h50,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 170 minutes, soit 2h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 8h50. Quelle est sa durée ?,2h05,3h15,3h05,185 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 185 minutes, soit 3h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 9h10. Quelle est sa durée ?,205 min,3h25,3h35,2h25,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 205 minutes, soit 3h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 9h25. Quelle est sa durée ?,3h50,2h40,3h40,220 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 220 minutes, soit 3h40.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h45 et se termine à 9h50. Quelle est sa durée ?,4h15,3h05,245 min,4h05,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 245 minutes, soit 4h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 6h55. Quelle est sa durée ?,1h05,0h05,65 min,1h15,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 65 minutes, soit 1h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 7h00. Quelle est sa durée ?,0h10,1h20,70 min,1h10,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 70 minutes, soit 1h10.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 7h15. Quelle est sa durée ?,1h35,1h25,0h25,85 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 85 minutes, soit 1h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 7h25. Quelle est sa durée ?,95 min,1h35,0h35,1h45,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 95 minutes, soit 1h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 7h40. Quelle est sa durée ?,0h50,1h50,1h00,110 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 110 minutes, soit 1h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 7h55. Quelle est sa durée ?,125 min,2h05,2h15,1h05,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 125 minutes, soit 2h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 8h10. Quelle est sa durée ?,1h20,2h30,140 min,2h20,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 140 minutes, soit 2h20.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 8h25. Quelle est sa durée ?,155 min,2h45,2h35,1h35,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 155 minutes, soit 2h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 8h40. Quelle est sa durée ?,2h00,1h50,2h50,170 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 170 minutes, soit 2h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 8h55. Quelle est sa durée ?,2h05,3h15,3h05,185 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 185 minutes, soit 3h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 9h15. Quelle est sa durée ?,3h35,205 min,2h25,3h25,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 205 minutes, soit 3h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 9h30. Quelle est sa durée ?,2h40,220 min,3h40,3h50,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 220 minutes, soit 3h40.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h50 et se termine à 9h55. Quelle est sa durée ?,245 min,4h05,3h05,4h15,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 245 minutes, soit 4h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 7h00. Quelle est sa durée ?,0h05,1h05,1h15,65 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 65 minutes, soit 1h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 7h05. Quelle est sa durée ?,0h10,70 min,1h20,1h10,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 70 minutes, soit 1h10.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 7h20. Quelle est sa durée ?,85 min,1h25,1h35,0h25,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 85 minutes, soit 1h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 7h30. Quelle est sa durée ?,1h45,0h35,1h35,95 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 95 minutes, soit 1h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 7h45. Quelle est sa durée ?,1h00,110 min,0h50,1h50,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 110 minutes, soit 1h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 8h00. Quelle est sa durée ?,2h05,2h15,1h05,125 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 125 minutes, soit 2h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 8h15. Quelle est sa durée ?,140 min,2h30,2h20,1h20,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 140 minutes, soit 2h20.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 8h30. Quelle est sa durée ?,2h35,1h35,2h45,155 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 155 minutes, soit 2h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 8h45. Quelle est sa durée ?,2h00,1h50,170 min,2h50,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 170 minutes, soit 2h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 9h00. Quelle est sa durée ?,185 min,3h05,2h05,3h15,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 185 minutes, soit 3h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 9h20. Quelle est sa durée ?,3h25,2h25,205 min,3h35,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 205 minutes, soit 3h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 9h35. Quelle est sa durée ?,2h40,3h50,3h40,220 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 220 minutes, soit 3h40.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 5h55 et se termine à 10h00. Quelle est sa durée ?,3h05,4h15,245 min,4h05,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 245 minutes, soit 4h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 7h05. Quelle est sa durée ?,65 min,1h05,1h15,0h05,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 65 minutes, soit 1h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 7h10. Quelle est sa durée ?,1h10,70 min,0h10,1h20,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 70 minutes, soit 1h10.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 7h25. Quelle est sa durée ?,1h25,0h25,1h35,85 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 85 minutes, soit 1h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 7h35. Quelle est sa durée ?,0h35,1h45,1h35,95 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 95 minutes, soit 1h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 7h50. Quelle est sa durée ?,0h50,1h50,1h00,110 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 110 minutes, soit 1h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 8h05. Quelle est sa durée ?,2h15,1h05,2h05,125 min,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 125 minutes, soit 2h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 8h20. Quelle est sa durée ?,2h20,140 min,2h30,1h20,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 140 minutes, soit 2h20.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 8h35. Quelle est sa durée ?,155 min,2h35,1h35,2h45,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 155 minutes, soit 2h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 8h50. Quelle est sa durée ?,2h50,2h00,170 min,1h50,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 170 minutes, soit 2h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 9h05. Quelle est sa durée ?,185 min,3h15,2h05,3h05,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 185 minutes, soit 3h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 9h25. Quelle est sa durée ?,3h25,205 min,3h35,2h25,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 205 minutes, soit 3h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 9h40. Quelle est sa durée ?,3h50,3h40,220 min,2h40,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 220 minutes, soit 3h40.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h00 et se termine à 10h05. Quelle est sa durée ?,4h15,245 min,4h05,3h05,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 245 minutes, soit 4h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 7h10. Quelle est sa durée ?,0h05,1h05,1h15,65 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 65 minutes, soit 1h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 7h15. Quelle est sa durée ?,1h10,1h20,0h10,70 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 70 minutes, soit 1h10.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 7h30. Quelle est sa durée ?,1h35,85 min,1h25,0h25,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 85 minutes, soit 1h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 7h40. Quelle est sa durée ?,1h45,0h35,95 min,1h35,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 95 minutes, soit 1h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 7h55. Quelle est sa durée ?,110 min,1h50,0h50,1h00,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 110 minutes, soit 1h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 8h10. Quelle est sa durée ?,1h05,125 min,2h05,2h15,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 125 minutes, soit 2h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 8h25. Quelle est sa durée ?,2h30,140 min,2h20,1h20,2,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 140 minutes, soit 2h20.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 8h40. Quelle est sa durée ?,2h35,2h45,1h35,155 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 155 minutes, soit 2h35.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 8h55. Quelle est sa durée ?,2h00,2h50,1h50,170 min,1,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 170 minutes, soit 2h50.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 9h10. Quelle est sa durée ?,3h05,2h05,3h15,185 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 185 minutes, soit 3h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 9h30. Quelle est sa durée ?,3h25,3h35,205 min,2h25,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 205 minutes, soit 3h25.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 9h45. Quelle est sa durée ?,2h40,220 min,3h50,3h40,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 220 minutes, soit 3h40.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h05 et se termine à 10h10. Quelle est sa durée ?,245 min,4h15,3h05,4h05,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 245 minutes, soit 4h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h10 et se termine à 7h15. Quelle est sa durée ?,0h05,65 min,1h15,1h05,3,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 65 minutes, soit 1h05.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h10 et se termine à 7h20. Quelle est sa durée ?,1h10,1h20,0h10,70 min,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 70 minutes, soit 1h10.",true,Règle scolaire vérifiée mécaniquement,validated
Psychotechnique,Concours,Un trajet commence à 6h10 et se termine à 7h35. Quelle est sa durée ?,1h25,85 min,1h35,0h25,0,"On calcule la différence entre l’heure d’arrivée et l’heure de départ : 85 minutes, soit 1h25.",true,Règle scolaire vérifiée mécaniquement,validated
